CMDLINE C:\Python312\python.exe pipelines/clean_fire_data.py
MEM 847.527344 1746032874.6324
MEM 847.964844 1746032874.7329
MEM 848.300781 1746032874.8332
MEM 848.746094 1746032874.9335
MEM 849.003906 1746032875.0340
MEM 849.453125 1746032875.1346
MEM 849.773438 1746032875.2349
MEM 850.285156 1746032875.3351
MEM 850.539062 1746032875.4359
MEM 850.925781 1746032875.5368
MEM 851.187500 1746032875.6375
MEM 851.503906 1746032875.7381
MEM 852.015625 1746032875.8384
MEM 852.464844 1746032875.9386
MEM 852.785156 1746032876.0391
MEM 853.167969 1746032876.1396
MEM 853.429688 1746032876.2403
MEM 853.812500 1746032876.3408
MEM 854.261719 1746032876.4410
MEM 854.667969 1746032876.5413
MEM 855.035156 1746032876.6415
MEM 855.363281 1746032876.7420
MEM 855.632812 1746032876.8424
MEM 863.003906 1746032876.9430
MEM 856.476562 1746032877.0436
MEM 856.925781 1746032877.1441
MEM 857.246094 1746032877.2449
MEM 857.695312 1746032877.3454
MEM 858.191406 1746032877.4457
MEM 858.207031 1746032877.5459
MEM 858.269531 1746032877.6469
MEM 858.718750 1746032877.7473
MEM 859.167969 1746032877.8475
MEM 859.230469 1746032877.9619
MEM 859.359375 1746032878.0654
MEM 859.550781 1746032878.1658
MEM 859.742188 1746032878.2661
MEM 860.000000 1746032878.4016
MEM 860.191406 1746032878.5083
MEM 860.253906 1746032878.6204
MEM 860.511719 1746032878.7217
MEM 860.703125 1746032878.8232
MEM 860.960938 1746032878.9236
MEM 861.214844 1746032879.0255
MEM 861.410156 1746032879.1258
MEM 861.464844 1746032879.2263
MEM 861.792969 1746032879.3567
MEM 861.921875 1746032879.4827
MEM 862.242188 1746032879.5841
MEM 862.433594 1746032879.6847
MEM 862.691406 1746032879.7869
MEM 863.074219 1746032879.8879
MEM 863.394531 1746032879.9882
MEM 863.652344 1746032880.0889
MEM 864.101562 1746032880.1893
MEM 864.421875 1746032880.2896
MEM 864.683594 1746032880.3901
MEM 865.125000 1746032880.4904
MEM 865.445312 1746032880.5907
MEM 865.703125 1746032880.6911
MEM 866.085938 1746032880.7918
MEM 866.406250 1746032880.8924
MEM 866.726562 1746032880.9933
MEM 866.917969 1746032881.0944
MEM 867.238281 1746032881.1955
MEM 867.597656 1746032881.2959
MEM 867.816406 1746032881.3962
MEM 868.167969 1746032881.4965
MEM 868.648438 1746032881.5967
MEM 868.906250 1746032881.6969
MEM 869.355469 1746032881.7976
MEM 869.671875 1746032881.8982
MEM 869.992188 1746032881.9987
MEM 870.441406 1746032882.0990
MEM 870.699219 1746032882.1994
MEM 871.148438 1746032882.3000
MEM 871.402344 1746032882.4003
MEM 871.656250 1746032882.5009
MEM 872.109375 1746032882.6011
MEM 872.433594 1746032882.7016
MEM 872.882812 1746032882.8021
MEM 873.457031 1746032882.9029
MEM 873.906250 1746032883.0036
MEM 874.320312 1746032883.1042
MEM 874.738281 1746032883.2048
MEM 875.187500 1746032883.3054
MEM 875.636719 1746032883.4061
MEM 875.828125 1746032883.5131
MEM 876.085938 1746032883.6175
MEM 876.148438 1746032883.7334
MEM 876.468750 1746032883.8346
MEM 876.660156 1746032883.9380
MEM 876.980469 1746032884.0389
MEM 877.171875 1746032884.1392
MEM 877.558594 1746032884.2396
MEM 877.750000 1746032884.3401
MEM 878.132812 1746032884.4462
MEM 878.351562 1746032884.5486
MEM 878.582031 1746032884.6492
MEM 878.902344 1746032884.7496
MEM 879.160156 1746032884.8499
MEM 879.351562 1746032884.9502
MEM 879.804688 1746032885.0503
MEM 880.074219 1746032885.1507
MEM 880.375000 1746032885.2511
MEM 880.632812 1746032885.3514
MEM 881.031250 1746032885.4555
MEM 881.273438 1746032885.5568
MEM 881.628906 1746032885.6573
MEM 882.105469 1746032885.7576
MEM 882.363281 1746032885.8617
MEM 882.554688 1746032885.9621
MEM 883.003906 1746032886.0625
MEM 883.324219 1746032886.1631
MEM 883.644531 1746032886.2635
MEM 884.027344 1746032886.3646
MEM 884.285156 1746032886.4648
MEM 884.605469 1746032886.5652
MEM 885.074219 1746032886.6655
MEM 885.437500 1746032886.7659
MEM 885.757812 1746032886.8665
MEM 886.078125 1746032886.9670
MEM 886.335938 1746032887.0675
MEM 886.781250 1746032887.1689
MEM 887.101562 1746032887.2698
MEM 887.359375 1746032887.3703
MEM 887.757812 1746032887.4709
MEM 888.000000 1746032887.5713
MEM 888.257812 1746032887.6718
MEM 888.640625 1746032887.7722
MEM 889.089844 1746032887.8728
MEM 889.281250 1746032887.9988
MEM 889.539062 1746032888.0991
MEM 889.992188 1746032888.1995
MEM 890.328125 1746032888.3000
MEM 890.792969 1746032888.4005
MEM 891.257812 1746032888.5011
MEM 891.652344 1746032888.6030
MEM 892.035156 1746032888.7038
MEM 892.292969 1746032888.8126
MEM 892.355469 1746032888.9133
MEM 892.613281 1746032889.0136
MEM 892.804688 1746032889.1150
MEM 893.062500 1746032889.2154
MEM 893.316406 1746032889.3177
MEM 893.574219 1746032889.4188
MEM 893.765625 1746032889.5199
MEM 894.023438 1746032889.6208
MEM 894.277344 1746032889.7287
MEM 894.472656 1746032889.8308
MEM 894.726562 1746032889.9317
MEM 894.984375 1746032890.0320
MEM 895.210938 1746032890.1324
MEM 895.496094 1746032890.2330
MEM 895.816406 1746032890.3333
MEM 896.265625 1746032890.4338
MEM 896.457031 1746032890.5378
MEM 896.777344 1746032890.6381
MEM 897.093750 1746032890.7385
MEM 897.480469 1746032890.8389
MEM 897.738281 1746032890.9396
MEM 897.996094 1746032891.0398
MEM 898.250000 1746032891.1407
MEM 898.507812 1746032891.2413
MEM 898.761719 1746032891.3425
MEM 899.019531 1746032891.4442
MEM 899.339844 1746032891.5445
MEM 899.726562 1746032891.6448
MEM 899.980469 1746032891.7453
MEM 900.363281 1746032891.8456
MEM 900.750000 1746032891.9459
MEM 901.003906 1746032892.0466
MEM 901.226562 1746032892.1470
MEM 901.710938 1746032892.2473
MEM 902.019531 1746032892.3477
MEM 902.285156 1746032892.4479
MEM 902.542969 1746032892.5488
MEM 902.804688 1746032892.6492
MEM 903.187500 1746032892.7494
MEM 903.570312 1746032892.8501
MEM 903.828125 1746032892.9528
MEM 904.019531 1746032893.0536
MEM 904.468750 1746032893.1539
MEM 904.917969 1746032893.2542
MEM 905.257812 1746032893.3549
MEM 905.750000 1746032893.4552
MEM 906.070312 1746032893.5558
MEM 906.519531 1746032893.6564
MEM 906.972656 1746032893.7567
MEM 907.308594 1746032893.8570
MEM 907.820312 1746032893.9575
MEM 908.269531 1746032894.0588
MEM 908.460938 1746032894.1612
MEM 908.738281 1746032894.2730
MEM 908.871094 1746032894.3777
MEM 909.109375 1746032894.4785
MEM 909.429688 1746032894.5794
MEM 909.687500 1746032894.6888
MEM 909.878906 1746032894.7899
MEM 910.136719 1746032894.8904
MEM 910.328125 1746032894.9911
MEM 910.585938 1746032895.1076
MEM 910.839844 1746032895.2091
MEM 911.097656 1746032895.3098
MEM 911.097656 1746032895.4108
MEM 911.097656 1746032895.5120
MEM 911.160156 1746032895.6124
MEM 911.609375 1746032895.7128
MEM 911.800781 1746032895.8132
MEM 912.058594 1746032895.9135
MEM 912.378906 1746032896.0139
MEM 912.824219 1746032896.1143
MEM 913.082031 1746032896.2150
MEM 913.531250 1746032896.3152
MEM 913.851562 1746032896.4159
MEM 914.042969 1746032896.5161
MEM 914.304688 1746032896.6166
MEM 914.769531 1746032896.7184
MEM 915.105469 1746032896.8191
MEM 915.519531 1746032896.9195
MEM 915.769531 1746032897.0199
MEM 916.089844 1746032897.1208
MEM 916.281250 1746032897.2217
MEM 916.601562 1746032897.3221
MEM 917.050781 1746032897.4227
MEM 917.500000 1746032897.5231
MEM 918.011719 1746032897.6237
MEM 918.332031 1746032897.7240
MEM 918.781250 1746032897.8250
MEM 919.101562 1746032897.9259
MEM 919.613281 1746032898.0263
MEM 919.804688 1746032898.1272
MEM 920.253906 1746032898.2276
MEM 920.574219 1746032898.3281
MEM 921.023438 1746032898.4285
MEM 921.406250 1746032898.5292
MEM 921.855469 1746032898.6295
MEM 922.261719 1746032898.7299
MEM 922.816406 1746032898.8303
MEM 923.265625 1746032898.9308
MEM 923.777344 1746032899.0312
MEM 924.226562 1746032899.1318
MEM 924.738281 1746032899.2323
MEM 924.996094 1746032899.3435
MEM 925.058594 1746032899.4635
MEM 925.316406 1746032899.5643
MEM 925.660156 1746032899.6647
MEM 925.957031 1746032899.7654
MEM 926.210938 1746032899.8657
MEM 926.339844 1746032899.9664
MEM 926.531250 1746032900.0885
MEM 926.789062 1746032900.2001
MEM 926.980469 1746032900.3047
MEM 927.238281 1746032900.4067
MEM 927.429688 1746032900.5148
MEM 927.687500 1746032900.6162
MEM 928.070312 1746032900.7188
MEM 928.269531 1746032900.8194
MEM 928.710938 1746032900.9199
MEM 928.968750 1746032901.0204
MEM 929.222656 1746032901.1208
MEM 929.480469 1746032901.2212
MEM 929.679688 1746032901.3218
MEM 930.015625 1746032901.4222
MEM 930.281250 1746032901.5232
MEM 930.484375 1746032901.6241
MEM 930.945312 1746032901.7250
MEM 931.464844 1746032901.8259
MEM 931.722656 1746032901.9262
MEM 931.976562 1746032902.0268
MEM 932.238281 1746032902.1273
MEM 932.683594 1746032902.2278
MEM 933.066406 1746032902.3283
MEM 933.515625 1746032902.4286
MEM 933.707031 1746032902.5292
MEM 933.964844 1746032902.6295
MEM 934.414062 1746032902.7298
MEM 934.730469 1746032902.8303
MEM 934.988281 1746032902.9307
MEM 935.437500 1746032903.0312
MEM 935.695312 1746032903.1319
MEM 935.949219 1746032903.2324
MEM 936.460938 1746032903.3330
MEM 936.718750 1746032903.4342
MEM 937.167969 1746032903.5351
MEM 937.484375 1746032903.6364
MEM 937.679688 1746032903.7373
MEM 938.136719 1746032903.8378
MEM 938.503906 1746032903.9382
MEM 938.953125 1746032904.0386
MEM 939.464844 1746032904.1390
MEM 939.914062 1746032904.2393
MEM 940.363281 1746032904.3396
MEM 940.683594 1746032904.4400
MEM 941.195312 1746032904.5407
MEM 941.644531 1746032904.6415
MEM 941.953125 1746032904.7425
MEM 942.156250 1746032904.8455
MEM 942.414062 1746032904.9508
MEM 942.437500 1746032905.0562
MEM 942.863281 1746032905.1572
MEM 943.179688 1746032905.2579
MEM 943.437500 1746032905.3588
MEM 943.695312 1746032905.4591
MEM 943.949219 1746032905.5595
MEM 944.207031 1746032905.6652
MEM 944.398438 1746032905.7728
MEM 944.718750 1746032905.8732
MEM 944.980469 1746032905.9746
MEM 945.230469 1746032906.0750
MEM 945.617188 1746032906.1756
MEM 945.894531 1746032906.2759
MEM 946.128906 1746032906.3769
MEM 946.511719 1746032906.4772
MEM 946.960938 1746032906.5777
MEM 947.410156 1746032906.6779
MEM 947.667969 1746032906.7781
MEM 947.984375 1746032906.8792
MEM 948.242188 1746032906.9799
MEM 948.433594 1746032907.0814
MEM 948.648438 1746032907.1819
MEM 948.882812 1746032907.2828
MEM 949.140625 1746032907.3858
MEM 949.398438 1746032907.4869
MEM 949.718750 1746032907.5876
MEM 950.167969 1746032907.6880
MEM 950.359375 1746032907.7883
MEM 950.617188 1746032907.8887
MEM 950.937500 1746032907.9891
MEM 951.449219 1746032908.0896
MEM 951.898438 1746032908.1901
MEM 952.101562 1746032908.2906
MEM 952.539062 1746032908.3913
MEM 952.859375 1746032908.4919
MEM 953.179688 1746032908.5923
MEM 953.628906 1746032908.6929
MEM 953.882812 1746032908.7934
MEM 954.140625 1746032908.8943
MEM 954.398438 1746032908.9952
MEM 954.843750 1746032909.0966
MEM 955.164062 1746032909.1968
MEM 955.613281 1746032909.2972
MEM 956.027344 1746032909.3977
MEM 956.574219 1746032909.4980
MEM 956.894531 1746032909.5984
MEM 957.343750 1746032909.6991
MEM 957.664062 1746032909.8005
MEM 958.175781 1746032909.9013
MEM 958.625000 1746032910.0022
MEM 958.882812 1746032910.1027
MEM 959.140625 1746032910.2197
MEM 959.347656 1746032910.3291
MEM 959.589844 1746032910.4371
MEM 959.910156 1746032910.5396
MEM 960.101562 1746032910.6406
MEM 960.359375 1746032910.7441
MEM 960.421875 1746032910.8446
MEM 960.550781 1746032910.9456
MEM 960.808594 1746032911.0462
MEM 961.000000 1746032911.1470
MEM 961.320312 1746032911.2482
MEM 961.511719 1746032911.3519
MEM 961.781250 1746032911.4529
MEM 962.042969 1746032911.5573
MEM 962.246094 1746032911.6578
MEM 962.578125 1746032911.7587
MEM 962.742188 1746032911.8599
MEM 963.046875 1746032911.9602
MEM 963.371094 1746032912.0610
MEM 963.625000 1746032912.1619
MEM 964.011719 1746032912.2622
MEM 964.332031 1746032912.3625
MEM 964.781250 1746032912.4631
MEM 965.035156 1746032912.5643
MEM 965.355469 1746032912.6671
MEM 965.546875 1746032912.7986
MEM 965.804688 1746032912.9426
MEM 966.062500 1746032913.0512
MEM 966.246094 1746032913.1562
MEM 966.574219 1746032913.2576
MEM 966.828125 1746032913.3583
MEM 967.277344 1746032913.4587
MEM 967.597656 1746032913.5591
MEM 968.046875 1746032913.6594
MEM 968.367188 1746032913.7597
MEM 968.625000 1746032913.8600
MEM 969.000000 1746032913.9605
MEM 969.332031 1746032914.0608
MEM 969.781250 1746032914.1613
MEM 970.164062 1746032914.2621
MEM 970.550781 1746032914.3627
MEM 970.804688 1746032914.4635
MEM 971.253906 1746032914.5643
MEM 971.515625 1746032914.6648
MEM 971.972656 1746032914.7651
MEM 972.308594 1746032914.8660
MEM 972.507812 1746032914.9670
MEM 973.019531 1746032915.0677
MEM 973.535156 1746032915.1680
MEM 973.984375 1746032915.2686
MEM 974.570312 1746032915.3688
MEM 974.968750 1746032915.4690
MEM 975.304688 1746032915.5693
MEM 975.679688 1746032915.6698
MEM 976.035156 1746032915.7701
MEM 976.332031 1746032915.8705
MEM 976.738281 1746032915.9710
MEM 976.996094 1746032916.0714
MEM 977.058594 1746032916.1723
MEM 977.316406 1746032916.2732
MEM 977.316406 1746032916.3746
MEM 977.316406 1746032916.4768
MEM 977.316406 1746032916.5783
MEM 977.316406 1746032916.6797
MEM 977.445312 1746032916.7802
MEM 977.636719 1746032916.8806
MEM 977.957031 1746032916.9809
MEM 978.277344 1746032917.0859
MEM 978.468750 1746032917.1873
MEM 978.789062 1746032917.2874
MEM 979.046875 1746032917.3876
MEM 979.429688 1746032917.4882
MEM 979.812500 1746032917.5884
MEM 980.199219 1746032917.6888
MEM 980.457031 1746032917.7893
MEM 980.968750 1746032917.8896
MEM 981.289062 1746032917.9898
MEM 981.671875 1746032918.0900
MEM 981.992188 1746032918.1903
MEM 982.253906 1746032918.2930
MEM 982.503906 1746032918.3939
MEM 982.890625 1746032918.4944
MEM 983.273438 1746032918.5948
MEM 983.722656 1746032918.6953
MEM 984.171875 1746032918.7958
MEM 984.492188 1746032918.8972
MEM 984.746094 1746032918.9980
MEM 985.003906 1746032919.0985
MEM 985.453125 1746032919.1990
MEM 985.644531 1746032919.3120
MEM 985.773438 1746032919.4249
MEM 985.964844 1746032919.5260
MEM 986.429688 1746032919.6269
MEM 986.734375 1746032919.7275
MEM 986.988281 1746032919.8279
MEM 987.437500 1746032919.9284
MEM 987.695312 1746032920.0288
MEM 988.207031 1746032920.1297
MEM 988.527344 1746032920.2301
MEM 988.718750 1746032920.3305
MEM 989.121094 1746032920.4307
MEM 989.617188 1746032920.5312
MEM 990.128906 1746032920.6316
MEM 990.640625 1746032920.7323
MEM 991.156250 1746032920.8327
MEM 991.472656 1746032920.9334
MEM 991.921875 1746032921.0340
MEM 992.371094 1746032921.1344
MEM 992.691406 1746032921.2346
MEM 993.183594 1746032921.3349
MEM 993.457031 1746032921.4354
MEM 993.652344 1746032921.5368
MEM 993.910156 1746032921.6409
MEM 994.101562 1746032921.7412
MEM 994.421875 1746032921.8418
MEM 994.679688 1746032921.9423
MEM 994.933594 1746032922.0428
MEM 995.191406 1746032922.1439
MEM 995.382812 1746032922.2443
MEM 995.703125 1746032922.3498
MEM 995.875000 1746032922.4507
MEM 996.343750 1746032922.5511
MEM 996.652344 1746032922.6514
MEM 996.984375 1746032922.7516
MEM 997.367188 1746032922.8519
MEM 997.625000 1746032922.9526
MEM 997.945312 1746032923.0532
MEM 998.406250 1746032923.1537
MEM 998.871094 1746032923.2541
MEM 999.203125 1746032923.3547
MEM 999.539062 1746032923.4552
MEM 999.804688 1746032923.5557
MEM 1000.187500 1746032923.6564
MEM 1000.636719 1746032923.7570
MEM 1000.957031 1746032923.8573
MEM 1001.339844 1746032923.9580
MEM 1001.660156 1746032924.0583
MEM 1002.109375 1746032924.1585
MEM 1002.429688 1746032924.2591
MEM 1002.878906 1746032924.3597
MEM 1003.355469 1746032924.4600
MEM 1003.710938 1746032924.5995
MEM 1003.902344 1746032924.7002
MEM 1004.289062 1746032924.8015
MEM 1004.613281 1746032924.9023
MEM 1004.804688 1746032925.0030
MEM 1005.316406 1746032925.1034
MEM 1005.636719 1746032925.2040
MEM 1006.085938 1746032925.3222
MEM 1006.406250 1746032925.4290
MEM 1006.917969 1746032925.5292
MEM 1007.367188 1746032925.6296
MEM 1007.816406 1746032925.7298
MEM 1008.136719 1746032925.8302
MEM 1008.648438 1746032925.9307
MEM 1009.097656 1746032926.0317
MEM 1009.539062 1746032926.1330
MEM 1009.867188 1746032926.2336
MEM 1010.375000 1746032926.3342
MEM 1010.632812 1746032926.4364
MEM 1010.890625 1746032926.5393
MEM 1011.082031 1746032926.6402
MEM 1011.339844 1746032926.7408
MEM 1011.531250 1746032926.8418
MEM 1011.792969 1746032926.9493
MEM 1011.859375 1746032927.0507
MEM 1012.058594 1746032927.1523
MEM 1012.324219 1746032927.2534
MEM 1012.582031 1746032927.3539
MEM 1012.839844 1746032927.4684
MEM 1013.031250 1746032927.5693
MEM 1013.289062 1746032927.6697
MEM 1013.609375 1746032927.7701
MEM 1013.800781 1746032927.8705
MEM 1014.316406 1746032927.9710
MEM 1014.574219 1746032928.0716
MEM 1014.894531 1746032928.1721
MEM 1015.281250 1746032928.2727
MEM 1015.535156 1746032928.3733
MEM 1016.054688 1746032928.4738
MEM 1016.496094 1746032928.5742
MEM 1016.792969 1746032928.6747
MEM 1017.265625 1746032928.7751
MEM 1017.777344 1746032928.8755
MEM 1018.097656 1746032928.9761
MEM 1018.546875 1746032929.0762
MEM 1018.996094 1746032929.1767
MEM 1019.378906 1746032929.2770
MEM 1019.570312 1746032929.3774
MEM 1020.019531 1746032929.4778
MEM 1020.273438 1746032929.5781
MEM 1020.718750 1746032929.6788
MEM 1021.035156 1746032929.7790
MEM 1021.292969 1746032929.8793
MEM 1021.484375 1746032929.9907
MEM 1021.613281 1746032930.0927
MEM 1021.742188 1746032930.2007
MEM 1022.000000 1746032930.3016
MEM 1022.253906 1746032930.4022
MEM 1022.511719 1746032930.5025
MEM 1022.765625 1746032930.6047
MEM 1022.980469 1746032930.7081
MEM 1023.214844 1746032930.8092
MEM 1023.500000 1746032930.9096
MEM 1023.984375 1746032931.0099
MEM 1024.496094 1746032931.1102
MEM 1024.816406 1746032931.2105
MEM 1025.074219 1746032931.3108
MEM 1025.457031 1746032931.4114
MEM 1025.714844 1746032931.5120
MEM 1026.097656 1746032931.6126
MEM 1026.546875 1746032931.7132
MEM 1026.738281 1746032931.8167
MEM 1026.980469 1746032931.9195
MEM 1027.187500 1746032932.0249
MEM 1027.445312 1746032932.1257
MEM 1027.636719 1746032932.2261
MEM 1028.019531 1746032932.3265
MEM 1028.019531 1746032932.4318
MEM 1028.273438 1746032932.5326
MEM 1028.531250 1746032932.6342
MEM 1028.789062 1746032932.7352
MEM 1028.980469 1746032932.8355
MEM 1029.238281 1746032932.9359
MEM 1029.492188 1746032933.0363
MEM 1029.742188 1746032933.1365
MEM 1030.070312 1746032933.2368
MEM 1030.390625 1746032933.3370
MEM 1030.710938 1746032933.4432
MEM 1031.222656 1746032933.5441
MEM 1031.542969 1746032933.6443
MEM 1031.992188 1746032933.7447
MEM 1032.441406 1746032933.8454
MEM 1032.699219 1746032933.9508
MEM 1032.953125 1746032934.0513
MEM 1033.273438 1746032934.1516
MEM 1033.531250 1746032934.2520
MEM 1033.914062 1746032934.3524
MEM 1034.363281 1746032934.4530
MEM 1034.746094 1746032934.5534
MEM 1035.003906 1746032934.6539
MEM 1035.453125 1746032934.7546
MEM 1035.707031 1746032934.8551
MEM 1036.218750 1746032934.9556
MEM 1036.667969 1746032935.0561
MEM 1036.925781 1746032935.1563
MEM 1037.246094 1746032935.2566
MEM 1037.695312 1746032935.3570
MEM 1038.207031 1746032935.4574
MEM 1038.398438 1746032935.5685
MEM 1038.847656 1746032935.6696
MEM 1039.167969 1746032935.7699
MEM 1039.679688 1746032935.8701
MEM 1040.191406 1746032935.9706
MEM 1040.644531 1746032936.0710
MEM 1041.093750 1746032936.1712
MEM 1041.605469 1746032936.2714
MEM 1042.183594 1746032936.3716
MEM 1042.503906 1746032936.4725
MEM 1043.015625 1746032936.5730
MEM 1043.398438 1746032936.6742
MEM 1043.656250 1746032936.7776
MEM 1043.898438 1746032936.8862
MEM 1044.105469 1746032936.9866
MEM 1044.421875 1746032937.0873
MEM 1044.679688 1746032937.1877
MEM 1045.000000 1746032937.2880
MEM 1045.257812 1746032937.3885
MEM 1045.578125 1746032937.4910
MEM 1045.898438 1746032937.5916
MEM 1046.156250 1746032937.6920
MEM 1046.472656 1746032937.7926
MEM 1046.859375 1746032937.8931
MEM 1047.125000 1746032937.9935
MEM 1047.371094 1746032938.0940
MEM 1047.628906 1746032938.1944
MEM 1048.140625 1746032938.2948
MEM 1048.460938 1746032938.3955
MEM 1048.910156 1746032938.4960
MEM 1049.230469 1746032938.5967
MEM 1049.550781 1746032938.6976
MEM 1049.902344 1746032938.7992
MEM 1050.382812 1746032938.8996
MEM 1050.703125 1746032938.9997
MEM 1051.152344 1746032939.1001
MEM 1051.664062 1746032939.2004
MEM 1051.855469 1746032939.3008
MEM 1052.371094 1746032939.4011
MEM 1052.753906 1746032939.5017
MEM 1053.136719 1746032939.6023
MEM 1053.585938 1746032939.7366
MEM 1053.843750 1746032939.8374
MEM 1054.031250 1746032939.9378
MEM 1054.355469 1746032940.0383
MEM 1054.808594 1746032940.1388
MEM 1055.273438 1746032940.2391
MEM 1055.664062 1746032940.3396
MEM 1055.921875 1746032940.4401
MEM 1056.433594 1746032940.5406
MEM 1056.882812 1746032940.6410
MEM 1057.378906 1746032940.7412
MEM 1057.906250 1746032940.8418
MEM 1058.355469 1746032940.9421
MEM 1058.804688 1746032941.0425
MEM 1059.187500 1746032941.1427
MEM 1059.632812 1746032941.2429
MEM 1060.085938 1746032941.3431
MEM 1060.406250 1746032941.4434
MEM 1060.617188 1746032941.5483
MEM 1060.617188 1746032941.6513
MEM 1060.617188 1746032941.7571
MEM 1060.617188 1746032941.8584
MEM 1060.617188 1746032941.9591
MEM 1060.851562 1746032942.0595
MEM 1061.109375 1746032942.1604
MEM 1061.367188 1746032942.2608
MEM 1061.621094 1746032942.3615
MEM 1061.816406 1746032942.4670
MEM 1062.070312 1746032942.5674
MEM 1062.390625 1746032942.6678
MEM 1062.582031 1746032942.7683
MEM 1062.839844 1746032942.8686
MEM 1063.289062 1746032942.9690
MEM 1063.609375 1746032943.0696
MEM 1063.800781 1746032943.1702
MEM 1064.121094 1746032943.2706
MEM 1064.570312 1746032943.3712
MEM 1065.019531 1746032943.4715
MEM 1065.339844 1746032943.5720
MEM 1065.722656 1746032943.6724
MEM 1066.042969 1746032943.7726
MEM 1066.492188 1746032943.8730
MEM 1066.812500 1746032943.9734
MEM 1067.261719 1746032944.0739
MEM 1067.593750 1746032944.1742
MEM 1068.054688 1746032944.2744
MEM 1068.261719 1746032944.3746
MEM 1068.726562 1746032944.4751
MEM 1069.246094 1746032944.5757
MEM 1069.566406 1746032944.6761
MEM 1069.886719 1746032944.7766
MEM 1070.335938 1746032944.8769
MEM 1070.656250 1746032944.9772
MEM 1071.039062 1746032945.0777
MEM 1071.296875 1746032945.1780
MEM 1071.750000 1746032945.2784
MEM 1072.066406 1746032945.3791
MEM 1072.578125 1746032945.4800
MEM 1073.027344 1746032945.5810
MEM 1073.476562 1746032945.6816
MEM 1073.796875 1746032945.7820
MEM 1074.371094 1746032945.8821
MEM 1074.820312 1746032945.9825
MEM 1075.269531 1746032946.0830
MEM 1075.718750 1746032946.1833
MEM 1076.035156 1746032946.2863
MEM 1076.292969 1746032946.3877
MEM 1076.484375 1746032946.4888
MEM 1076.742188 1746032946.5895
MEM 1077.062500 1746032946.6899
MEM 1077.253906 1746032946.7905
MEM 1077.550781 1746032946.8911
MEM 1077.960938 1746032946.9914
MEM 1078.023438 1746032947.0917
MEM 1078.472656 1746032947.1923
MEM 1078.664062 1746032947.2929
MEM 1078.984375 1746032947.3934
MEM 1079.496094 1746032947.4937
MEM 1079.753906 1746032947.5940
MEM 1080.203125 1746032947.6954
MEM 1080.457031 1746032947.7967
MEM 1080.855469 1746032947.8991
MEM 1081.226562 1746032947.9995
MEM 1081.675781 1746032948.0997
MEM 1081.996094 1746032948.2002
MEM 1082.445312 1746032948.3016
MEM 1082.957031 1746032948.4022
MEM 1083.277344 1746032948.5025
MEM 1083.613281 1746032948.6028
MEM 1083.917969 1746032948.7030
MEM 1084.203125 1746032948.8032
MEM 1084.750000 1746032948.9037
MEM 1085.199219 1746032949.0042
MEM 1085.519531 1746032949.1048
MEM 1085.968750 1746032949.2053
MEM 1086.222656 1746032949.3060
MEM 1086.671875 1746032949.4069
MEM 1087.121094 1746032949.5075
MEM 1087.441406 1746032949.6076
MEM 1087.953125 1746032949.7080
MEM 1088.210938 1746032949.8082
MEM 1088.660156 1746032949.9088
MEM 1089.109375 1746032950.0092
MEM 1089.683594 1746032950.1097
MEM 1090.132812 1746032950.2100
MEM 1090.445312 1746032950.3105
MEM 1090.910156 1746032950.4110
MEM 1091.476562 1746032950.5116
MEM 1091.925781 1746032950.6123
MEM 1092.375000 1746032950.7130
MEM 1092.695312 1746032950.8149
MEM 1092.949219 1746032950.9175
MEM 1093.207031 1746032951.0267
MEM 1093.398438 1746032951.1271
MEM 1093.718750 1746032951.2288
MEM 1093.976562 1746032951.3299
MEM 1094.296875 1746032951.4306
MEM 1094.621094 1746032951.5312
MEM 1094.824219 1746032951.6347
MEM 1095.089844 1746032951.7350
MEM 1095.359375 1746032951.8359
MEM 1095.621094 1746032951.9361
MEM 1095.886719 1746032952.0364
MEM 1096.218750 1746032952.1369
MEM 1096.472656 1746032952.2372
MEM 1096.859375 1746032952.3378
MEM 1097.167969 1746032952.4381
MEM 1097.628906 1746032952.5386
MEM 1098.144531 1746032952.6390
MEM 1098.398438 1746032952.7396
MEM 1098.656250 1746032952.8399
MEM 1098.914062 1746032952.9404
MEM 1099.167969 1746032953.0408
MEM 1099.425781 1746032953.1414
MEM 1099.875000 1746032953.2420
MEM 1100.128906 1746032953.3424
MEM 1100.578125 1746032953.4429
MEM 1100.898438 1746032953.5433
MEM 1101.144531 1746032953.6435
MEM 1101.667969 1746032953.7439
MEM 1102.117188 1746032953.8447
MEM 1102.371094 1746032953.9464
MEM 1102.628906 1746032954.0467
MEM 1103.140625 1746032954.1478
MEM 1103.457031 1746032954.2486
MEM 1103.847656 1746032954.3488
MEM 1104.101562 1746032954.4523
MEM 1104.367188 1746032954.5530
MEM 1104.894531 1746032954.6533
MEM 1105.406250 1746032954.7539
MEM 1105.855469 1746032954.8541
MEM 1106.304688 1746032954.9546
MEM 1106.753906 1746032955.0552
MEM 1107.199219 1746032955.1554
MEM 1107.781250 1746032955.2557
MEM 1108.230469 1746032955.3559
MEM 1108.871094 1746032955.4563
MEM 1109.062500 1746032955.5564
MEM 1109.320312 1746032955.6578
MEM 1109.511719 1746032955.7587
MEM 1109.769531 1746032955.8595
MEM 1110.023438 1746032955.9599
